Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
010063,IB PONY / WATERLOO,A,9 N ELK RUN ROAD,WATERLOO,IA,50703,POINT (-92.259522002 42.498744015),11/01/2023
4439,CENTER POINT FOODS,A,800 FORD LANE,CENTER POINT,IA,52213,POINT (-91.776110992 42.177283988),11/01/2023
010181,BLAIRSTOWN QUICK STOP / BLAIRSTOWN,A,321 LOCUST ST NW,BLAIRSTOWN,IA,52209,POINT (-92.084897036 41.90946898),11/01/2023
4228,FAREWAY STORES #462 / VINTON,A,501 A AVE,VINTON,IA,52349,POINT (-92.026426975 42.166021016),11/01/2023
2478,PRAIRIE MEADOWS,A,ONE PRAIRIE MEADOWS DRIVE,ALTOONA,IA,50009,POINT (-93.489488006 41.654758994),11/01/2023
010083,KWIK STAR #1189 / DE SOTO,A,1200 GUTHRIE ST,DE SOTO,IA,50069,POINT (-94.012678236 41.537511966),11/01/2023
5923,CASEY'S GENERAL STORE #2694 / PELLA,A,2421 WASHINGTON ST,PELLA,IA,50219,POINT (-92.950966988 41.409760994),11/01/2023
5096,WALGREENS #11710 / NORTH LIBERTY,A,625 PACHA PARKWAY,NORTH LIBERTY,IA,52317,POINT (-91.606805181 41.752728355),11/01/2023
5466,SOUTHSIDE TOBACCO & LIQUOR,A,2424 SW 9TH ST #1,DES MOINES,IA,50315,POINT (-93.624825987 41.563972003),11/01/2023
3784,HARTIG DRUG #14 / INDEPENDENCE,A,201 1ST STREET WEST,INDEPENDENCE,IA,50644,POINT (-91.895938009 42.468642793),11/01/2023
010200,"MUGHAL, INC. / WATERLOO",A,735 LOGAN AVE.,WATERLOO,IA,50703,POINT (-92.337991033 42.510516985),11/01/2023
4129,CYCLONE LIQUORS,A,626 LINCOLN WAY,AMES,IA,50010,POINT (-93.618248037 42.021326987),11/01/2023
2523,HY-VEE FOOD STORE (1058) / CENTERVILLE,A,609 N 18TH,CENTERVILLE,IA,52544,POINT (-92.866444966 40.737584997),11/01/2023
010032,KWIK STAR #1158 / AMES,A,1910 ISAAC NEWTON DR.,AMES,IA,50010,POINT (-93.587699017 42.008984006),11/01/2023
2711,HY-VEE GAS #2 / OTTUMWA,A,2457 N COURT ST,OTTUMWA,IA,52501,POINT (-92.409600984 41.050487017),11/01/2023
5201,KWIK STOP  #858  /  DUBUQUE,I,3340 JFK  RD,DUBUQUE,IA,52001,POINT (-90.72508697 42.527355013),11/01/2023
010168,MT VERNON DISCOUNT MARKET LLC / CEDAR RAPIDS,A,3102 MOUNT VERNON ROAD SOUTHEAST,CEDAR RAPIDS,IA,52403,POINT (-91.622483531 41.977175983),11/01/2023
6283,KIMMES CARROLL COUNTRY STORE 1 / CARROLL,A,1511 US 71,CARROLL,IA,51401,POINT (-94.878966992 42.075305019),11/01/2023
5512,CASEY'S GENERAL STORE #3639 / POSTVILLE,A,620 W TILDEN ST,POSTVILLE,IA,52162,POINT (-91.579528959 43.084066982),11/01/2023
2633,HY-VEE #3 / BDI / DES MOINES,A,3221 SE 14TH ST,DES MOINES,IA,50320,POINT (-93.594780971 41.554268986),11/01/2023
4194,FAREWAY STORES #848 / NEWTON,A,120 N 3RD AVE E,NEWTON,IA,50208,POINT (-93.053232996 41.701586005),11/01/2023
6162,CASEY'S #6117 / COUNCIL BLUFFS,I,1759 MADISON AVE,COUNCIL BLUFFS,IA,51503,POINT (-95.824670976 41.24316501),11/01/2023
3866,TARGET STORE T-1170 / AMES,A,320 S DUFF,AMES,IA,50010,POINT (-93.606826017 42.019456021),11/01/2023
3820,"CHARLIE'S WINE AND SPIRITS,",A,507 W 19TH ST,SIOUX CITY,IA,51103,POINT (-96.420177033 42.510926985),11/01/2023
4848,KUM & GO #246 / WINTERSET,A,111 E JEFFERSON ST,WINTERSET,IA,50273,POINT (-94.012581964 41.335687014),11/01/2023
4373,KUM & GO #74 / WEST DES MOINES,I,141 S JORDAN CREEK PKWY,WEST DES MOINES,IA,50266,POINT (-93.810148022 41.56763502),11/01/2023
3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,A,733 16TH AVE SE,DYERSVILLE,IA,52040,POINT (-91.116146003 42.469393985),11/01/2023
4506,CASEY'S GENERAL STORE #2667 / TIFFIN,A,403 STEPHENS ST,TIFFIN,IA,52340,POINT (-91.660834258 41.707294458),11/01/2023
4602,CHEAP SMOKES / BEER CITY,A,58231 190TH ST,PACIFIC JUNCTION,IA,51561,POINT (-95.821641002 41.041944013),11/01/2023
010196,ONE STOP / HAMPTON,A,1208 4TH ST. NE,HAMPTON,IA,50441,POINT (-93.202850219 42.753054017),11/01/2023
5726,EHLINGER'S VINTON EXPRESS,A,310 K AVENUE SOUTH,VINTON,IA,52349,POINT (-92.03685599 42.168239999),11/01/2023
2690,HY-VEE FAST & FRESH - KNOXVILLE,A,809 NORTH LINCOLN STREET,KNOXVILLE,IA,50138,POINT (-93.10903099 41.325595999),11/01/2023
4648,PRIME MART / BROADWAY WATERLOO,I,508 BROADWAY ST,WATERLOO,IA,50703,POINT (-92.344708039 42.510583998),11/01/2023
4135,FAREWAY STORES #925 / ALTOONA,A,620 SE 8TH ST,ALTOONA,IA,50009,POINT (-93.458170031 41.643386009),11/01/2023
010214,EASYGO LIQUOR / WEST DES MOINES,A,900 GRAND AVENUE,WEST DES MOINES,IA,50265,POINT (-93.71476297 41.582369987),11/01/2023
5810,CASEY'S GENERAL STORE #2576 / WHAT CHEER,A,410 S BARNES ST,WHAT CHEER,IA,50268,POINT (-92.354751453 41.399401725),11/01/2023
2669,HY-VEE / CORYDON,A,"105, E JACKSON ST",CORYDON,IA,50060,POINT (-93.31749303 40.758939991),11/01/2023
5943,1ST AVE BP / CEDAR RAPIDS,I,1581 1ST AVE,CEDAR RAPIDS,IA,52402,POINT (-91.649477366 41.98916311),11/01/2023
6127,CORNER MART / MARION,A,998 8TH AVE,MARION,IA,52302,POINT (-91.599754995 42.034529993),11/01/2023
4193,HARTLEY WINE AND SPIRITS,I,361  3RD ST NW,HARTLEY,IA,51346,POINT (-95.482496962 43.184476985),11/01/2023
5778,CASEY'S GENERAL STORE #2474 / HUXLEY,A,104 N HWY 69,HUXLEY,IA,50124,POINT (-93.599797959 41.892777007),11/01/2023
010037,WHISKEY WOLF LIQUOR / GLENWOOD,A,411 S LOCUST ST,GLENWOOD,IA,51534,POINT (-95.744128011 41.042050003),11/01/2023
5491,ACKLEY SUPERFOODS,I,526 MAIN ST,ACKLEY,IA,50601,POINT (-93.055061006 42.553890987),11/01/2023
5677,YESWAY STORE #1198 / SWEA CITY,A,101 4TH AVE W,SWEA CITY,IA,50590,POINT (-94.307855961 43.385318994),11/01/2023
5218,GASLAND EXPRESS / CHARITON,I,"2130, COURT AVE",CHARITON,IA,50049,POINT (-93.326549005 41.014096984),11/01/2023
010062,KWIK STAR #711 / MONONA,A,12801 FALCON AVE.,MONONA,IA,52159,POINT (-91.39136504 43.040035001),11/01/2023
4414,KUM & GO #23 / NEOLA,A,29356 298TH ST,NEOLA,IA,51559,POINT (-95.613466965 41.438766989),11/01/2023
4797,WALGREENS #05362 / DES MOINES,A,1330 E UNIVERSITY AVE,DES MOINES,IA,50316,POINT (-93.60142497 41.601142013),11/01/2023
6085,CIRCLE K #22654122 / BOONE,A,1704 S STORY ST,BOONE,IA,50036,POINT (-93.878721964 42.036844991),11/01/2023
4271,FAREWAY STORES #827 / CENTERVILLE,A,305 S 18TH ST,CENTERVILLE,IA,52544,POINT (-92.86694897 40.731146019),11/01/2023
5499,KUM & GO #184 / ALTOONA,A,1430 1ST AVE NORTH,ALTOONA,IA,50009,POINT (-93.465138997 41.663673987),11/01/2023
9950,RIVER VALLEY ORCHARDS & WINERY (SAMPLE),I,1645 220TH ST,HUMBOLDT,IA,50548,POINT (-94.317342012 42.733386007),11/01/2023
6300,SOUTHGATE WINE & SPIRITS / AMES,A,110 AIRPORT ROAD,AMES,IA,50010,POINT (-93.610765009 42.000515015),11/01/2023
2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,A,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,IA,52405,POINT (-91.698432542 41.973867687),11/01/2023
5643,CONOCO / LE GRAND,A,806 W MAIN ST,LE GRAND,IA,50142,POINT (-92.784703976 42.007066981),11/01/2023
5535,CASEY'S GENERAL STORE #2097 / INDIANOLA,A,1006 W 2ND AVE,INDIANOLA,IA,50125,POINT (-93.574969002 41.358208014),11/01/2023
5823,CASEY'S GENERAL STORE #2431 / SIOUX CENTER,A,8 7TH ST NE,SIOUX CENTER,IA,51250,POINT (-96.175386988 43.084608998),11/01/2023
5911,OLD FIRE LIQUOR / BUFFALO CENTER,A,113 1ST ST NW,BUFFALO CENTER,IA,50424,POINT (-93.947900997 43.386746013),11/01/2023
5217,CASEY'S GENERAL STORE #1511 / SEYMOU,A,500 W MAIN ST,SEYMOUR,IA,52590,POINT (-93.121456994 40.681221015),11/01/2023
4209,WAL-MART 5748 / GRIMES,A,2150 EAST 1ST ST,GRIMES,IA,50111,POINT (-93.771377026 41.685663993),11/01/2023
4466,THE PUMPER,I,515 W WATER STREET,FAYETTE,IA,52142,POINT (-91.808784991 42.844741015),11/01/2023
4382,KUM & GO #8 / 8TH ST / WDM,A,1293 8TH ST.,WEST DES MOINES,IA,50265,POINT (-93.712344958 41.59075298),11/01/2023
3805,WASHINGTON STREET MINI MART,A,1601 WASHINGTON ST,DAVENPORT,IA,52804,POINT (-90.595987975 41.53596798),11/01/2023
4158,FAREWAY STORES #409 / CARROLL,A,709 MONTEREY DR,CARROLL,IA,51401,POINT (-94.851494969 42.065620987),11/01/2023
3808,THRIFTWAY,I,304  4TH ST,LA PORTE CITY,IA,50651,POINT (-92.190131998 42.316593985),11/01/2023
2515,HY-VEE FOOD STORE #1 (1410) / MASON CITY,A,2400 4TH ST SW,MASON CITY,IA,50401,POINT (-93.238599958 43.14966099),11/01/2023
5395,YESWAY STORE #1037/ GRIMES,A,1905 SE 37TH STREET,GRIMES,IA,50111,POINT (-93.773933004 41.659128983),11/01/2023
4571,CASEY'S GENERAL STORE #2357 / ALLISON,A,"100, CHERRY ST",ALLISON,IA,50602,POINT (-92.789865971 42.745283992),11/01/2023
5236,"GIGGLE JUICE LIQUOR STATION, LLC",A,600 W. MAIN ST.,ANAMOSA,IA,52205,POINT (-91.290921006 42.108513993),11/01/2023
010078,KWIK STAR #1155 / PLEASANT HILL,A,1101 NE 56TH STREET,PLEASANT HILL,IA,50327,POINT (-93.502420026 41.599552008),11/01/2023
010137,FAS MART #551 / GLENWOOD,A,1200 LOCUST STREET,GLENWOOD,IA,51534,POINT (-95.749080039 41.037608013),11/01/2023
5688,DYNO'S #40 / SPENCER,I,1001 S GRAND AVE,SPENCER,IA,51301,POINT (-95.144219024 43.127417012),11/01/2023
5591,CASEY'S GENERAL STORE #1682 / OSKALOOSA,A,1310 A AVE WEST,OSKALOOSA,IA,52577,POINT (-92.659614967 41.295859982),11/01/2023
6305,JET STOP HOUGHTON / HOUGHTON,A,512 MAIN STREET,HOUGHTON,IA,52631,POINT (-91.609523013 40.784980008),11/01/2023
5859,LIQUOR TOBACCO & GROCERY - MASON CITY,A,18 NORTH MONROE AVENUE,MASON CITY,IA,50401,POINT (-93.209221975 43.152355982),11/01/2023
5380,TRANSIT GENERAL STORE,I,2324 TRANSIT PLAZA,SIOUX CITY,IA,51106,POINT (-96.378155032 42.476641984),11/01/2023
4796,WALGREENS #04714 / DES MOINES,A,4555 FLEUR DR,DES MOINES,IA,50321,POINT (-93.644511976 41.542949016),11/01/2023
2501,HY-VEE  #2 (1018) / AMES,A,640 LINCOLNWAY,AMES,IA,50010,POINT (-93.619668015 42.020044011),11/01/2023
010227,GRIMES LIQUOR SHOP / GRIMES,A,3600 SOUTHEAST CROSSROADS DRIVE,GRIMES,IA,50111,POINT (-93.772949974 41.65908699),11/01/2023
5028,MIDTOWN LIQUOR,A,1100 E 5TH ST,STORM LAKE,IA,50588,POINT (-95.186943009 42.64428998),11/01/2023
4975,WALGREENS #15647 / SIOUX CITY,A,1900 HAMILTON BLVD,SIOUX CITY,IA,51104,POINT (-96.416125976 42.511239002),11/01/2023
3705,LIQUOR LOCKER,A,507 1ST AVE #100,ROCK RAPIDS,IA,51246,POINT (-96.171535121 43.431889188),11/01/2023
5342,CASEY'S GENERAL STORE # 3509/ CARTER LAKE,A,1650 E LOCUST ST,CARTER LAKE,IA,51510,POINT (-95.910083019 41.284987276),11/01/2023
010289,BLUE LIQUOR AND TOBACCO STORE / STATE CENTER,A,101 WEST MAIN STREET,STATE CENTER,IA,50247,POINT (-93.163901024 42.016893002),11/01/2023
6030,CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,A,1009 W LINCOLN WAY,MARSHALLTOWN,IA,50158,POINT (-92.930052966 42.042031),11/01/2023
010042,ELKADER PRONTO MARKET / ELKADER,A,107 1ST STREET SW,ELKADER,IA,52043,POINT (-91.404680028 42.853593017),11/01/2023
2680,HY-VEE FULFILLMENT CENTER,I,"3303 86TH STREET, SUITE B",URBANDALE,IA,50322,POINT (-93.734270089 41.625031527),11/01/2023
3973,MMDG SPIRITS / AMES,A,126A WELCH AVE,AMES,IA,50014,POINT (-93.650052906 42.02241228),11/01/2023
5270,CASEY'S GENERAL STORE # 2783/ URBAND,A,4901 86TH ST,URBANDALE,IA,50322,POINT (-93.735371471 41.650230629),11/01/2023
6057,KUM & GO #0731 / DES MOINES,A,3104 UNIVERSITY AVE,DES MOINES,IA,50311,POINT (-93.659868964 41.599997003),11/01/2023
010090,WEST SECOND BP / OTTUMWA,A,1049 WEST 2ND STREET,OTTUMWA,IA,52501,POINT (-92.424834004 41.028524),11/01/2023
2656,HY-VEE FOOD STORE / CORNING,A,300  10TH ST,CORNING,IA,50841,POINT (-94.732615023 40.992144989),11/01/2023
4818,DECORAH MART,A,"303, COLLEGE DR",DECORAH,IA,52101,POINT (-91.797375042 43.307511002),11/01/2023
5360,SUPER SAVER LIQUOR,I,1610 ROCKINGHAM RD,DAVENPORT,IA,52802,POINT (-90.599561013 41.520553996),11/01/2023
010027,OZ SPIRITS LLC / CLEAR LAKE,I,315 19TH STREET WEST,CLEAR LAKE,IA,50428,POINT (-93.412304005 43.137413018),11/01/2023
6090,CIRCLE K #22654125 / PERRY,A,1219 1ST AVE,PERRY,IA,50220,POINT (-94.107015 41.840340994),11/01/2023
5679,GOPUFF / AMES,I,615 S DAYTON AVE,AMES,IA,50010,POINT (-93.582153969 42.016141984),11/01/2023
5552,CASEY'S GENERAL STORE #2905 / AMES,A,3612 STANGE RD,AMES,IA,50010,POINT (-93.644085002 42.056638981),11/01/2023
2712,HY-VEE / DECORAH,A,915 SHORT ST #107,DECORAH,IA,52101,POINT (-91.796827033 43.290781981),11/01/2023
4543,CASEY'S GENERAL STORE #2924 / MARION,A,1100 EAGLE VIEW DR,MARION,IA,52302,POINT (-91.554115029 42.036446013),11/01/2023
2644,HY-VEE FORT DODGE WINE AND SPIRITS,A,1511 2ND AVE NORTH,FORT DODGE,IA,50501,POINT (-94.177568415 42.50823415),11/01/2023
010073,FAREWAY STORES INC #229 / ODGEN,A,302 WEST WALNUT STREET,OGDEN,IA,50212,POINT (-94.031072023 42.038769015),11/01/2023
6121,LIQUOR TOBACCO & VAPE / MANCHESTER,A,316 E MAIN ST,MANCHESTER,IA,52057,POINT (-91.454478005 42.484348012),11/01/2023
3783,DYNO'S WINE AND SPIRITS / POCAHONTAS,I,14 1/2 E ELM,POCAHONTAS,IA,50574,POINT (-94.667541982 42.732657289),11/01/2023
5924,RUSH STOP / CHARLES CITY,I,609 S MAIN ST,CHARLES CITY,IA,50616,POINT (-92.682884975 43.061022993),11/01/2023
6232,KWIK STAR #1154 / SHELDON,A,1521 PARK STREET,SHELDON,IA,51201,POINT (-95.839679025 43.186827019),11/01/2023
5597,LIQUOR TOBACCO & GAS,A,1401 CENTRAL AVE,DUBUQUE,IA,52001,POINT (-90.668032025 42.506404991),11/01/2023
2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,A,20 WILSON AVENUE WEST,CEDAR RAPIDS,IA,52404,POINT (-91.657411713 41.955907286),11/01/2023
6198,THE LIQUOR CABINET / CLIVE,I,9761 UNIVERSITY AVE.,CLIVE,IA,50325,POINT (-93.75105703 41.601108989),11/01/2023
5056,COUNCIL BLUFFS SINCLAIR,A,1305 N 25TH STREET,COUNCIL BLUFFS,IA,51501,POINT (-95.881377988 41.273789006),11/01/2023
6213,ELKADER PIT STOP / ELKADER,I,200 WEST BRIDGE STREET,ELKADER,IA,52043,POINT (-91.405843017 42.854053016),11/01/2023
5197,KUM & GO #201 / CORALVILLE,A,822 1ST  AVE,CORALVILLE,IA,52241,POINT (-91.566633737 41.68132267),11/01/2023
5110,RAMSEY'S MARKET LIQUOR,A,"200, N WALNUT ST",LENOX,IA,50851,POINT (-94.560115959 40.88291999),11/01/2023
3881,7 RAYOS LIQUOR STORE,A,120 E MAIN ST,MARSHALLTOWN,IA,50158,POINT (-92.910379969 42.049435993),11/01/2023
4306,NORTHSIDE ONE STOP / HAMPTON,I,1208  4TH ST NE,HAMPTON,IA,50441,POINT (-93.202850219 42.753054017),11/01/2023
010163,EL REY MEXICAN MARKET LLC / DENISON,A,529 HIGHWAY 39 #1,DENISON,IA,51442,POINT (-95.369158962 42.023568015),11/01/2023
4160,FAREWAY STORES #034 / IOWA CITY,A,2765 COMMERCE DR,IOWA CITY,IA,52240,POINT (-91.481640568 41.629655194),11/01/2023
5759,CASEY'S GENERAL STORE #42 / WELLMAN,A,700 6TH ST,WELLMAN,IA,52356,POINT (-91.836681883 41.46750053),11/01/2023
3514,KAREN'S SPIRITS AND WINE,A,328  2ND AVE S,FORT DODGE,IA,50501,POINT (-94.192551986 42.502553003),11/01/2023
5516,QUIK N HANDI III,A,710 WASHBURN AVE,LAMONT,IA,50650,POINT (-91.647273009 42.600608991),11/01/2023
5623,EASYGO,A,2723 GRAND AVE,DES MOINES,IA,50312,POINT (-93.654115961 41.584714992),11/01/2023
4717,WALGREENS #05512 / BETTENDORF,A,3425 MIDDLE RD,BETTENDORF,IA,52722,POINT (-90.484845028 41.550358996),11/01/2023
4777,CASEY'S GENERAL STORE #3730 / PAULLINA,A,222 NORTH CLARK STREET,PAULLINA,IA,51046,POINT (-95.68429698 42.982333979),11/01/2023
4997,DOWNTOWN PANTRY,A,"218, 6TH AVE #101",DES MOINES,IA,50309,POINT (-93.624754992 41.585598989),11/01/2023
5892,GARNER FOODS / FT MADISON,A,2236 AVE L,FORT MADISON,IA,52627,POINT (-91.337850025 40.626989012),11/01/2023
5142,SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,A,2315 MT VERNON RD SE,CEDAR RAPIDS,IA,52303,POINT (-91.633605478 41.976639164),11/01/2023
010067,BP TO GO #2 / CEDAR RAPIDS,A,1120 OLD MARION ROAD NORTHEAST NOELRIDGE PARK,CEDAR RAPIDS,IA,52402,POINT (-91.65122395 42.021029959),11/01/2023
9001,CEDAR RIDGE VINEYARDS (ET),I,1441 MARAK RD NW,SWISHER,IA,52338,POINT (-91.677564118 41.831322653),11/01/2023
2844,CVS PHARMACY #8547 / IOWA CITY,A,2425 MUSCATINE AVE,IOWA CITY,IA,52240,POINT (-91.499855114 41.649104269),11/01/2023
5950,CASEY'S GENERAL STORE #3898 / ANAMOSA,A,23485 COUNTY ROAD E34,ANAMOSA,IA,52205,POINT (-91.333240984 42.072165996),11/01/2023
4753,CASEY'S GENERAL STORE #2521 / ADAIR,A,110 S 5TH ST,ADAIR,IA,50002,POINT (-94.643355947 41.498191425),11/01/2023
2582,HY-VEE #2 FOOD STORE / MASON CITY,A,551 S ILLINOIS AVE,MASON CITY,IA,50401,POINT (-93.17067796 43.146646984),11/01/2023
6062,KARLS GROCERY / EDGEWOOD,A,101 W MADISON,EDGEWOOD,IA,52042,POINT (-91.401535976 42.645598982),11/01/2023
5657,LOUST TOBACCO & LIQUOR / DUBUQUE,I,408 W LOCUST ST,DUBUQUE,IA,52001,POINT (-90.67339703 42.507682015),11/01/2023
4751,WALGREENS #03595 / DAVENPORT,A,1720 W KIMBERLY RD,DAVENPORT,IA,52806,POINT (-90.601331019 41.56068001),11/01/2023
010264,THE JO STOP / NORTHWOOD,A,700 DIAMOND JO LANE,NORTHWOOD,IA,50459,POINT (-93.354604996 43.446822005),11/01/2023
9050,RIVER VALLEY ORCHARDS & WINERY (ET),I,1645 220TH ST,HUMBOLDT,IA,50548,POINT (-94.317342012 42.733386007),11/01/2023
5791,CASEY'S GENERAL STORE #2060 / POCAHONTAS,A,605 W ELM AVE,POCAHONTAS,IA,50574,POINT (-94.678170036 42.732268992),11/01/2023
4521,CASEY'S GENERAL STORE #1002 / GRAND JUNCTION,A,504 16TH ST N,GRAND JUNCTION,IA,50107,POINT (-94.232399973 42.035769006),11/01/2023
4343,BEST FOOD MART / DES MOINES,A,4028 NE 14TH ST,DES MOINES,IA,50313,POINT (-93.637144032 41.634343989),11/01/2023
010201,WORLD LIQUOR & TOBACCO PLUS VAPORS / ADEL,A,918 COURT STREET,ADEL,IA,50003,POINT (-94.019727034 41.618409991),11/01/2023
6342,TOBACCO MART / URBANDALE,A,6535 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.70700577 41.629710599),11/01/2023
5034,LIQUOR TOBACCO & GROCERIES,I,18 N MONROE AVE,MASON CITY,IA,50401,POINT (-93.209221975 43.152355982),11/01/2023
4150,FAREWAY STORES #951 / WATERLOO,A,40  W SAN MARNAN,WATERLOO,IA,50701,POINT (-92.358120006 42.458951013),11/01/2023
5315,BROTHER'S MARKET WINE AND SPIRITS,A,110 SOUTH MAIN STREET,SIGOURNEY,IA,52591,POINT (-92.205436012 41.333288993),11/01/2023
9934,"CATS EYE DISTILLERY, LLC (SAMPLE)",I,4860 HEATHERSTONE RD.,BETTENDORF,IA,52722,POINT (-90.455321032 41.571067996),11/01/2023
4555,CASEY'S GENERAL STORE #2614 / DONNELLSON,A,201 MADISON AVE,DONNELLSON,IA,52625,POINT (-91.560222 40.639542002),11/01/2023
5520,RIVERSIDE TRAVEL MART,I,3070 HWY 22 E,RIVERSIDE,IA,52327,POINT (-91.547386037 41.489042985),11/01/2023
4972,QUILLINS QUALITY FOODS MONONA,A,808 S MAIN ST,MONONA,IA,52159,POINT (-91.390506984 43.043388013),11/01/2023
6044,CASEY'S GENERAL STORE #2297 / WDM,A,108 8TH ST,WEST DES MOINES,IA,50265,POINT (-93.713540972 41.570179011),11/01/2023
6265,KC STORE / STRATFORD,A,810 IA-175,STRATFORD,IA,50249,POINT (-93.927386959 42.267476997),11/01/2023
6224,MID TOWN LIQUOR & VAPE / MASON CITY,A,824 NORTH FEDERAL AVENUE,MASON CITY,IA,50401,POINT (-93.201477012 43.15972401),11/01/2023
5177,CASEY'S GENERAL STORE #3204 / MINDEN,A,33280 335TH ST,MINDEN,IA,51553,POINT (-95.547268035 41.496052016),11/01/2023
2602,HY-VEE FOOD STORE / WEBSTER CITY,A,823  2ND ST,WEBSTER CITY,IA,50595,POINT (-93.825534011 42.47074498),11/01/2023
5558,CASEY'S GENERAL STORE #1280 / FORT DODGE,A,1133 S 22ND ST,FORT DODGE,IA,50501,POINT (-94.167417006 42.491883008),11/01/2023
3691,TARGET STORE T-1791 / URBANDALE,A,11148 PLUM DR,URBANDALE,IA,50322,POINT (-93.766628678 41.647360372),11/01/2023
010105,OELWEIN LIQUORS LLC / OELWEIN,A,1011 SOUTH FREDERICK AVENUE,OELWEIN,IA,50662,POINT (-91.913144967 42.663094989),11/01/2023
010179,KLINE'S QUICK TIME / KNOXVILLE,A,319 EAST MAIN STREET,KNOXVILLE,IA,50138,POINT (-93.095509975 41.319310996),11/01/2023
4083,FAREWAY STORES #909 / ANKENY,A,109 SE ORALABOR ROAD,ANKENY,IA,50021,POINT (-93.59968296 41.702085986),11/01/2023
4256,FAREWAY STORES #912 / SIOUX CENTER,A,115  1ST AVE NW,SIOUX CENTER,IA,51250,POINT (-96.177822014 43.077796019),11/01/2023
4607,CASEY'S GENERAL STORE #1024 / GUTTEN,A,"1131, S HWY 52",GUTTENBERG,IA,52052,POINT (-91.099858038 42.773075994),11/01/2023
3870,TARGET STORE T-1939 / ALTOONA,A,3414 8TH ST SW,ALTOONA,IA,50009,POINT (-93.504225991 41.641334999),11/01/2023
4912,CASEY'S GENERAL STORE #2531 / ELDRIDGE,A,"840, E LE CLAIRE RD",ELDRIDGE,IA,52748,POINT (-90.572581007 41.655008021),11/01/2023
6253,PORTSIDE ONE STOP / HARPERS FERRY,A,125 JEFFERSON AVENUE STE #B,HARPERS FERRY,IA,52146,POINT (-91.155124032 43.203187991),11/01/2023
5975,CASEY'S GENERAL STORE #1676 / CARLISLE,A,1001 HWY 5,CARLISLE,IA,50047,POINT (-93.496752015 41.498929985),11/01/2023
6268,SUPER MART / OELWEIN,A,701 SOUTH FREDERICK AVENUE,OELWEIN,IA,50662,POINT (-91.913098028 42.669142993),11/01/2023
6216,HY-VEE C-STORE #3 / CEDAR RAPIDS,A,2300 BOWLING GREEN STREET SOUTHWEST,CEDAR RAPIDS,IA,52404,POINT (-91.658085162 41.95562305),11/01/2023
010210,THE LIQUOR STORE / MISSOURI VALLEY,A,3153 JOLIET AVENUE,MISSOURI VALLEY,IA,51555,POINT (-95.923830986 41.549172998),11/01/2023
4945,OSAGE LIQUORS,I,"508, MAIN ST",OSAGE,IA,50461,POINT (-92.813995039 43.28378502),11/01/2023
6015,CASEY'S GENERAL STORE #19 / MASON CITY,A,813 N FEDERAL AVE,MASON CITY,IA,50401,POINT (-93.200509992 43.159683986),11/01/2023
4501,KUM & GO #134 / FAIRFIELD,I,1601 W BURLINGTON AVE,FAIRFIELD,IA,52556,POINT (-91.981819995 41.007097005),11/01/2023
2673,HY-VEE # 6/ DES MOINES,A,420 COURT AVE,DES MOINES,IA,50309,POINT (-93.622131959 41.584566003),11/01/2023
010192,ENGEN EXPRESS / RIDGEWAY,A,610 NORTH STREET,RIDGEWAY,IA,52165,POINT (-91.987518013 43.298056006),11/01/2023
4392,KUM & GO #156 / CLIVE,I,15600 HICKMAN RD,CLIVE,IA,50325,POINT (-93.834299973 41.614179016),11/01/2023
010132,BREW #56 / CEDAR RAPIDS,I,1001 1ST AVENUE SOUTHWEST,CEDAR RAPIDS,IA,52405,POINT (-91.684544735 41.972037583),11/01/2023
4105,FAREWAY STORES #426 / NEVADA,A,1505 SOUTH B AVE,NEVADA,IA,50201,POINT (-93.439664968 42.010570994),11/01/2023
5747,CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,A,701 32ND AVE,COUNCIL BLUFFS,IA,51501,POINT (-95.853439009 41.22782399),11/01/2023
5242,KUM & GO #3502 / IOWA CITY,A,2303 MUSCATINE AVE,IOWA CITY,IA,52240,POINT (-91.501675999 41.649268638),11/01/2023
5070,JEFF'S MARKET / WILTON,A,101 E 4TH ST,WILTON,IA,52778,POINT (-91.016552984 41.589060003),11/01/2023
010274,"JOHN ERNEST DISTILLERY, INC / (ET)",I,1001 SEYMOUR ST,TAMA,IA,52339,POINT (-92.583265972 41.968626986),11/01/2023
9939,"FOUNDRY DISTILLING COMPANY, LLC (SAMPLE)",I,111 SOUTH 11TH ST. STE 100,WEST DES MOINES,IA,50265,POINT (-93.716153025 41.569014011),11/01/2023
010242,RUMCOQUI AND CO /  (SAMPLE),I,8302 WESTOWN PKWY #2105,WEST DES MOINES,IA,50266,POINT (-93.821628966 41.586260992),11/01/2023
6047,CORNER STOP / WASHINGTON,A,100 E MADISON ST,WASHINGTON,IA,52353,POINT (-91.691359976 41.296693017),11/01/2023
